,Unnamed: 0,henry_constant,filename,additional,water,units,ads_and_des,other
3033,3033,2.1298939424227155,10.1007s10934-010-9371-7.Isotherm2,,,,,
2795,2795,2.1233167876136907,10.1016j.micromeso.2012.09.002.Isotherm7-1,,,,,
2383,2383,2.1165402364909767,10.1039C2dt12102f.Isotherm3,,,,,
1362,1362,2.1106821722245264,10.1039C4cc04945d.Isotherm9,,,,,
2014,2014,2.09638249920827,10.1039C3cp55416c.Isotherm22,,,,,
1595,1595,2.0930147420806104,10.1021ed500633h.Isotherm1,,,,,
2792,2792,2.090977105166305,10.1021Jp3107167.Isotherm4,,,,,
2320,2320,2.0784319342113813,10.1016j.jcis.2014.05.021.Isotherm4,,,,,
534,534,2.07655578773897,10.1016j.fluid.2013.10.050.Isotherm3,,,,,
300,300,2.0673119466195944,10.1021Ie8005269.isotherm11,,,,,
455,455,2.0592546000623333,10.1016j.mseb.2003.10.095.Isotherm18,,,,,
2910,2910,2.055797340257565,10.1021Ic4020256.Isotherm6,,,,,
2013,2013,2.054209384223129,10.1039C4ra07030e.Isotherm4,,,,,
1607,1607,2.053230378509393,10.1016j.ijhydene.2011.03.038.Isotherm8,,,,,
3018,3018,2.0343007158690023,10.1007s10450-010-9305-3.Isotherm5,,,,,
1117,1117,2.0280166528737844,10.1021Cm502399q.Isotherm22,,,,,
137,137,2.0238988349395663,10.1021La401471g.isotherm18,,,,,
2246,2246,2.021629127802288,10.1039c4ce01393j.Isotherm5,,,,,
1374,1374,2.021371462585336,10.1021Jp308657x.isotherm3,,,,,
1932,1932,2.021117472369266,10.1016j.cej.2012.04.071.isotherm7,,,,,
2982,2982,2.012755722701204,10.1016j.micromeso.2014.03.022.Isotherm51,,,,,
2816,2816,2.011772051983039,10.1007s10450-010-9305-3.Isotherm17,,,,,
2459,2459,2.008434091550749,10.1021La800369s.isotherm3h,,,,,
305,305,1.96710526820482,10.1016S1003-9953(06)60030-3.Isotherm1,,,,,
510,510,1.9627061984456389,10.1002aic.690480820.isotherm10,,,,,
2791,2791,1.960279944133892,10.1021Jp3107167.Isotherm4-1,,,,,
2975,2975,1.9514318973034508,10.1016j.micromeso.2014.03.022.Isotherm9,,,,,
2368,2368,1.9509443183451565,10.1039C2ta00907b.isotherm5,,,,,
1756,1756,1.9489048958666249,10.1021Ef101548g.Isotherm2-1,,,,,
531,531,1.9447490519682449,10.1016j.seppur.2014.11.040.Isotherm4,,,,,
3059,3059,1.9425060360250463,10.1002cplu.201600259.Isotherm6,,,,,
2585,2585,1.9323698118297088,10.1021jacs.5b00838.Isotherm10,,,,,
2388,2388,1.9304410522352788,10.1039C2dt12102f.Isotherm20,,,,,
2390,2390,1.9304410522352788,10.1039C2dt12102f.Isotherm19,,,,,
160,160,1.9101122339877643,10.1021jp077618g.Isotherm20,,,,,
1382,1382,1.899720510809443,10.1016j.egypro.2013.05.082.Isotherm1,,,,,
2798,2798,1.8882513395282028,10.1002chem.200902144.Isotherm21-1,,,,,
1809,1809,1.8835586660410195,10.1007s10450-013-9592-6.Isotherm20,,,,,
2701,2701,1.874440189380101,10.1039B814498b.Isotherm51,,,,,
230,230,1.8714733464393616,10.1016s0167-2991(08)63564-8.Isotherm3,,,,,
1118,1118,1.8577513626642828,10.1021Cm502399q.Isotherm21,,,,,
988,988,1.8495555928564056,10.1021La803085h.isotherm16,,,,,
2586,2586,1.849110881323979,10.1016j.micromeso.2011.12.001.Isotherm5,,,,,
2218,2218,1.846983447783335,10.1039C3sc51319j.isotherm2,,,,,
1477,1477,1.8442203157016568,10.1021Jz3008485.Isotherm60,,,,,
292,292,1.8413910320698728,10.1021Jp106547j.isotherm12,,,,,
2384,2384,1.84131097438232,10.1039C2dt12102f.Isotherm28,,,,,
679,679,1.836923531219646,10.1007s1045001596846.Isotherm10,,,,,
2379,2379,1.8354308130605177,10.1039C2dt12102f.Isotherm8,,,,,
1371,1371,1.8318991489503509,10.1039C2cp23839j.Isotherm3,,,,,
1044,1044,1.8258133251733382,10.1021Ie901000x.Isotherm3,,,,,
635,635,1.8255408801784232,10.1021Ie902008g.isotherm4,,,,,
633,633,1.8241831068275247,10.1021ie902008g.Isotherm9,,,,,
1066,1066,1.8232323232323235,10.1021La800369s.isotherm1b,,,,,
2396,2396,1.8232257490999189,10.1021Co300128w.isotherm5,,,,,
141,141,1.818409456881814,10.1002cite.201300078.isotherm3,,,,,
2169,2169,1.8083900916627016,10.1021Jz3008485.Isotherm30,,,,,
1530,1530,1.808236803350449,10.1021Jp910522h.Isotherm48-2,,,,,
2456,2456,1.7979394270829094,10.1039C1jm10264h.Isotherm43,,,,,
55,55,1.7946598839654595,10.1002Aic.14467.Isotherm17,,,,,
1333,1333,1.7919949315173436,10.1016j.micromeso.2012.11.013.isotherm3,,,,,
2015,2015,1.7797583089777564,10.1039C3cp55416c.Isotherm21,,,,,
277,277,1.7647284355888773,10.1039C1nr10944h.isotherm3d,,,,,
284,284,1.7603398504993018,10.1021la4004998.isotherm1,,,,,
2066,2066,1.7588768994145156,10.1021La2030473.isotherm19,,,,,
3030,3030,1.7567661982535188,10.1016j.egypro.2011.01.090.Isotherm7,,,,,
1329,1329,1.7533316769694245,10.1002chem.201001700.Isotherm4,,,,,
2288,2288,1.7443942923349618,10.1002adfm.200800058.Isotherm5,,,,,
174,174,1.7346757499858296,10.8888Je8006919.Isotherm10,,,,,
293,293,1.734282867814805,10.1021Jp106547j.isotherm11,,,,,
765,765,1.722468763009835,10.1021Jp050948l.isotherm1,,,,,
2869,2869,1.7031095072532412,10.1016j.micromeso.2014.09.038.Isotherm7,,,,,
116,116,1.690707744212104,10.1021Jp103785u.isotherm1h,,,,,
130,130,1.6904519013300818,10.1016j.micromeso.2012.11.012.isotherm4,,,,,
2539,2539,1.6839558388048572,10.1007s10450-013-9564-x.isotherm7,,,,,
2796,2796,1.668067606009241,10.1016j.micromeso.2012.09.002.Isotherm7,,,,,
2727,2727,1.6660505695405206,10.1038Nchem.1457.Isotherm27,,,,,
2720,2720,1.6660505695405206,10.1038Nchem.1457.Isotherm24,,,,,
2391,2391,1.6618011703640032,10.1039C2dt12102f.Isotherm16,,,,,
2206,2206,1.6607580354781672,10.1039C4dt00307a.Isotherm17,,,,,
1120,1120,1.6414318184347685,10.1021Cm502399q.Isotherm2,,,,,
699,699,1.6361587652605205,10.1039C1cp20168a.Isotherm22,,,,,
2424,2424,1.6256855167260245,10.1039C2cc35729a.Isotherm7,,,,,
1049,1049,1.6248748771771522,10.1016j.micromeso.2012.11.013.isotherm1,,,,,
1116,1116,1.6182075038978925,10.1021Cm502399q.Isotherm23,,,,,
294,294,1.6160827231339243,10.1021Jp106547j.isotherm10,,,,,
1331,1331,1.615153914747112,10.1002adma.200400946.Isotherm1,,,,,
627,627,1.6065635656568815,10.1021jp206959k.Isotherm21,,,,,
2377,2377,1.5833877021517486,10.1021Ja908817n.Isotherm9,,,,,
2943,2943,1.5736187869569198,10.1021acs.langmuir.5b04185.Isotherm2,,,,,
1867,1867,1.5677507741149177,10.1039c5sc01796c.Isotherm2,,,,,
2946,2946,1.5629498014153052,10.1021acs.langmuir.5b00655.Isotherm8,,,,,
1031,1031,1.5571958710306653,10.1021Jp203607s.isotherm18,,,,,
815,815,1.549308274172154,10.1039C1cp20168a.Isotherm26,,,,,
1753,1753,1.5379099608171836,10.1021Jp3046356.Isotherm35,,,,,
2648,2648,1.5378461391710043,10.1021Jp211280m.isotherm3,,,,,
2797,2797,1.5365121421219208,10.1007s10450-010-9305-3.Isotherm8,,,,,
2646,2646,1.530259400417775,10.1021Jp211280m.isotherm7,,,,,
117,117,1.5296835498596064,10.1021Jp103785u.isotherm1g,,,,,
594,594,1.5257673947078787,10.1021La803074g.isotherm3a,,,,,
1013,1013,1.5233674367877594,10.1016j.colsurfa.2014.09.017.Isotherm16,,,,,
986,986,1.5207389713027673,10.1021La803085h.isotherm18,,,,,
2266,2266,1.5159934462225495,10.1021Jz3008485.Isotherm42,,,,,
592,592,1.5133771663564033,10.1021La803074g.isotherm8b,,,,,
593,593,1.5079390943079811,10.1021La803074g.isotherm8a,,,,,
1930,1930,1.5040645145749727,10.1039C2ra20641b.isotherm3,,,,,
168,168,1.5018840493129222,10.1016S1383-5866(02)00012-6.isotherm2b,,,,,
1127,1127,1.5001746834637713,10.1016j.micromeso.2008.04.033.isotherm8,,,,,
2650,2650,1.4997627135661498,10.1021Jp211280m.isotherm17,,,,,
1074,1074,1.497374555294598,10.1021Jp910522h.Isotherm10-2,,,,,
816,816,1.4946049547272926,10.1039C1cp20168a.Isotherm25,,,,,
2718,2718,1.491914922508429,10.1038Nchem.1457.Isotherm25,,,,,
145,145,1.4909860428536927,10.1021La401471g.isotherm15,,,,,
2359,2359,1.4858867225034198,10.1039C3cc48275h.Isotherm7,,,,,
2533,2533,1.4775714197274628,10.1016j.jcis.2011.09.019.isotherm21,,,,,
2649,2649,1.4771061811484054,10.1021Jp211280m.isotherm2,,,,,
1665,1665,1.47347112694272,10.1021Jp3099768.Isotherm96,,,,,
144,144,1.4702046093683223,10.1021La401471g.isotherm21,,,,,
764,764,1.4683800440341512,10.1021Jp050948l.isotherm2,,,,,
1229,1229,1.460057026756972,10.1021Jp901988e.isotherm26,,,,,
536,536,1.45738071476832,10.1016j.fluid.2013.10.050.Isotherm1,,,,,
1499,1499,1.4565586367327636,10.11552015439382.Isotherm14,,,,,
2617,2617,1.4532963770352094,10.1039C0nj00836b.isotherm3,,,,,
1037,1037,1.4509037207302495,10.1021Jp203607s.isotherm12,,,,,
2455,2455,1.4496042466844123,10.1039C1jm10264h.Isotherm44,,,,,
1376,1376,1.442007843213348,10.1021Jp308657x.ISOTHERM13,,,,,
1700,1700,1.4412350249712242,10.1021Jp992521i.Isotherm2,,,,,
1954,1954,1.435774709424649,10.1021Jz3008485.Isotherm36,,,,,
1405,1405,1.4304551952538145,10.1016j.comptc.2015.03.007.Isotherm9,,,,,
680,680,1.4235282409190388,10.1007s1045001395272.Isotherm50,,,,,
2821,2821,1.4215803233754098,10.1021Jp209335y.Isotherm5-2,,,,,
1373,1373,1.420338309732494,10.1021Jp308657x.isotherm6,,,,,
1312,1312,1.4195557739025084,10.1016j.jallcom.2004.11.109.isotherm2,,,,,
504,504,1.409453633489706,10.1002aic.690460807.isotherm17,,,,,
1953,1953,1.4028273492491017,10.1016j.micromeso.2010.05.018.Isotherm11,,,,,
3013,3013,1.3986752362184154,10.1016j.micromeso.2013.06.023.Isotherm6,,,,,
656,656,1.3959270748431332,10.1021am404952z.Isotherm6,,,,,
1185,1185,1.386456966625588,10.1021Jp051771y.Isotherm4-1,,,,,
490,490,1.386284057218505,10.1002aic.690480820.isotherm14,,,,,
668,668,1.3758377664998136,10.1016j.micromeso.2012.02.034.Isotherm32,,,,,
2864,2864,1.3757173109627483,10.1021Cg900797y.isotherm4,,,,,
1761,1761,1.3722432505720397,10.1016j.micromeso.2012.02.034.Isotherm23,,,,,
291,291,1.3718487646608708,10.1021Jp106547j.isotherm4,,,,,
147,147,1.3701766554642072,10.1002cite.201300078.isotherm7,,,,,
2703,2703,1.369802937995396,10.1038Nmat3343.Isotherm5,,,,,
1468,1468,1.368976758467609,10.1016j.jallcom.2007.11.058.Isotherm17,,,,,
2731,2731,1.3652891033905776,10.1038nchem.2114.Isotherm5,,,,,
578,578,1.3609386182803798,10.8888jp206959k.Isotherm10,,,,,
628,628,1.3609386182803798,10.1021jp206959k.Isotherm10,,,,,
2382,2382,1.3524486999125491,10.1039C2dt12102f.Isotherm31,,,,,
1330,1330,1.3523674192226451,10.1002adma.200400946.Isotherm2,,,,,
2647,2647,1.3517795978382459,10.1021Jp211280m.isotherm5,,,,,
2826,2826,1.3512563639419308,10.1021ja104035j.Isotherm13,,,,,
2652,2652,1.3418509322105965,10.1007s10450-010-9305-3.Isotherm1,,,,,
1099,1099,1.3373378073415756,10.1021Ct400549q.isotherm8,,,,,
1970,1970,1.3333542637414586,10.1021Ja4045289.isotherm16,,,,,
3025,3025,1.3278210728552011,10.1016j.egypro.2011.01.090.Isotherm11,,,,,
288,288,1.3181210278396267,10.1021Jp106547j.isotherm7,,,,,
3041,3041,1.3046242344419527,10.1002ejic.201500715.Isotherm2,,,,,
2381,2381,1.3020849899110911,10.1039C2dt12102f.Isotherm32,,,,,
2680,2680,1.2995447156327544,10.1039C0cc02496a.Isotherm7,,,,,
281,281,1.2974700357546742,10.1021la4004998.isotherm28,,,,,
8,8,1.2970051378988583,10.1039C4ee01009d.Isotherm19,,,,,
1126,1126,1.292481709709379,10.1016j.micromeso.2008.04.033.isotherm9,,,,,
1851,1851,1.2924092256802329,10.1007s11224-012-0120-1.isotherm25,,,,,
535,535,1.2902840244599474,10.1016j.fluid.2013.10.050.Isotherm10,,,,,
2620,2620,1.28997020606353,10.1021jacs.5b08362.Isotherm13,,,,,
1629,1629,1.2885566118382037,10.1021La102359q.Isotherm30,,,,,
2851,2851,1.2882767981471797,10.1021Jp3099768.Isotherm24,,,,,
290,290,1.2855266116719728,10.1021Jp106547j.isotherm5,,,,,
1540,1540,1.2840747123197216,10.1021Ie901000x.Isotherm1,,,,,
2643,2643,1.2819065074935283,10.1021Nn100962r.Isotherm1-1,,,,,
489,489,1.2817000860890428,10.1002aic.690480820.isotherm15,,,,,
2827,2827,1.2812107363727685,10.1021ja104035j.Isotherm10,,,,,
2346,2346,1.279802274931295,10.1039C3dt50896j.isotherm10,,,,,
2999,2999,1.2748092276021723,10.1016j.micromeso.2013.06.023.Isotherm8,,,,,
2998,2998,1.273535387868151,10.1016j.micromeso.2013.06.023.Isotherm32,,,,,
1139,1139,1.2713632876040153,10.1007s10450-010-9305-3.Isotherm3,,,,,
537,537,1.268660000692018,10.1002ceat.201300046.Isotherm29,,,,,
2724,2724,1.267616062350279,10.1038Nchem.1457.Isotherm32,,,,,
549,549,1.2668927822842828,10.1016j.micromeso.2015.07.013.Isotherm11,,,,,
9,9,1.263696294366009,10.1039C4ee01009d.Isotherm18,,,,,
491,491,1.2619928411611774,10.1002aic.690480820.isotherm13,,,,,
3012,3012,1.2580062164044183,10.1016j.micromeso.2013.06.023.Isotherm30,,,,,
1064,1064,1.2540225338976718,10.1021La800369s.isotherm3a,,,,,
2644,2644,1.2458714627981928,10.1021Nn100962r.Isotherm1,,,,,
1065,1065,1.2367491166077742,10.1021La800369s.isotherm1c,,,,,
2611,2611,1.2355566247569294,10.1039C1cc10897b.isotherm1,,,,,
2651,2651,1.2252450512072586,10.1021Jp211280m.isotherm12,,,,,
2915,2915,1.2245772160913688,10.1021Ic202601y.Isotherm5,,,,,
2458,2458,1.2229109059877281,10.1039C1jm10264h.Isotherm41,,,,,
1115,1115,1.2215662291559082,10.1021Cm502399q.Isotherm24,,,,,
740,740,1.2174550771628616,10.1007s10450-014-9639-3.Isotherm4,,,,,
667,667,1.2092835431335245,10.1016j.micromeso.2012.02.034.Isotherm36,,,,,
2825,2825,1.2090564271968185,10.1021ja104035j.Isotherm14,,,,,
713,713,1.2084595939498644,10.1021La800803w.isotherm4,,,,,
1114,1114,1.2080914014816526,10.1021Cm502399q.Isotherm25,,,,,
374,374,1.2053861939834107,10.1016s0167-2991(08)63564-8.Isotherm6,,,,,
1079,1079,1.2007467020281763,10.1021jp307865n.Isotherm3,,,,,
715,715,1.1987179733607491,10.1021la800803w.Isotherm23,,,,,
3042,3042,1.1922390889244467,10.1002ejic.201500715.Isotherm4,,,,,
2358,2358,1.1873639894491188,10.1039C3cc48275h.Isotherm8,,,,,
1850,1850,1.1857379339779206,10.1007s11224-012-0120-1.isotherm26,,,,,
2175,2175,1.184229299390548,10.1021Jp310517r.Isotherm2,,,,,
1537,1537,1.1830923728421212,10.1021Ja076595g.Isotherm15,,,,,
1075,1075,1.1795667230580769,10.1021Jp910522h.Isotherm10-1,,,,,
1091,1091,1.1783714130860312,10.1021Ja076595g.Isotherm1,,,,,
960,960,1.176418671433601,10.1016j.micromeso.2012.02.034.Isotherm20,,,,,
135,135,1.1752785483040873,10.1002adfm.201400559.Isotherm2,,,,,
1483,1483,1.174053118360418,10.1021Jp308525k.isotherm10,,,,,
1546,1546,1.173196434263647,10.1002Aic.14467.Isotherm12,,,,,
1082,1082,1.1728442297398043,10.1021jp307865n.Isotherm1,,,,,
1814,1814,1.1717439298792798,10.1021Nn100962r.Isotherm2,,,,,
2227,2227,1.1694508051517387,10.1007s10934-010-9378-0.Isotherm4,,,,,
2842,2842,1.1673929455536307,10.1021Jp3099768.Isotherm73,,,,,
289,289,1.165063702877808,10.1021Jp106547j.isotherm6,,,,,
1093,1093,1.1575459442884792,10.1021Ie901000x.Isotherm2,,,,,
3043,3043,1.1570862586106714,10.1002ejic.201500715.Isotherm3,,,,,
1199,1199,1.1566739467362006,10.1021Ja904782h.Isotherm5,,,,,
1138,1138,1.1549390190146749,10.1016j.cej.2009.10.067.isotherm1b,,,,,
1360,1360,1.1537514251016796,10.1504ijnt.2015.067898.Isotherm1,,,,,
2457,2457,1.1465754715788037,10.1039C1jm10264h.Isotherm42,,,,,
639,639,1.1439250575878344,10.1021Ie1014958.Isotherm1,,,,,
511,511,1.1416431291309042,10.8888jp206959k.Isotherm19,,,,,
527,527,1.1416431291309042,10.1021jp206959k.Isotherm19,,,,,
3006,3006,1.1414038399789053,10.1016j.micromeso.2013.06.023.Isotherm7,,,,,
2150,2150,1.1343929823151664,10.1002anie.201105966.Isotherm11,,,,,
143,143,1.1312040858924517,10.1021La401471g.isotherm23,,,,,
307,307,1.1229985146183734,10.1016j.jcis.2011.09.019.isotherm20,,,,,
2947,2947,1.122056532421894,10.1021acs.langmuir.5b00655.Isotherm6,,,,,
2136,2136,1.1204008916597208,10.1021La302537d.Isotherm3,,,,,
1485,1485,1.1203722722245562,10.1002Aic.14467.Isotherm9,,,,,
1589,1589,1.1192867233187622,10.1007s10450-010-9305-3.Isotherm10,,,,,
1103,1103,1.117434152492085,10.1021Ct400549q.isotherm4,,,,,
2064,2064,1.112115337355838,10.1016j.jcis.2010.09.065.isotherm3b,,,,,
2060,2060,1.1105497670255204,10.1021Jp310517r.Isotherm5,,,,,
3005,3005,1.1098289357997813,10.1016j.micromeso.2013.06.023.Isotherm31,,,,,
1125,1125,1.109828929401669,10.1016j.seppur.2014.08.021.Isotherm42,,,,,
2134,2134,1.1082463510911833,10.1021La302537d.Isotherm4,,,,,
1102,1102,1.1075632078954318,10.1021Ct400549q.isotherm5,,,,,
959,959,1.1066526397600165,10.1016j.micromeso.2012.02.034.Isotherm3,,,,,
2945,2945,1.106478605199756,10.1021acs.langmuir.5b00655.Isotherm9,,,,,
1875,1875,1.1042855347280345,10.1039c5sc00614g.Isotherm5,,,,,
1344,1344,1.1004252959225143,10.1134S1070427213090126.isotherm2,,,,,
1080,1080,1.0984820634996344,10.1021jp307865n.Isotherm1-2,,,,,
2739,2739,1.0956557777722549,10.1038Nchem.1982.Isotherm1,,,,,
1113,1113,1.0954223315029403,10.1021Cm502399q.Isotherm26,,,,,
2347,2347,1.0873127690763045,10.1039C3dt50896j.isotherm1,,,,,
1476,1476,1.087073987441744,10.1039C2cp42137b.Isotherm1,,,,,
2055,2055,1.0851440476202152,10.1016j.micromeso.2014.02.028.Isotherm7,,,,,
2944,2944,1.0829736503842913,10.1021acs.langmuir.5b04185.Isotherm1,,,,,
1839,1839,1.0822748584618949,10.1039C0jm02891f.isotherm2c,,,,,
424,424,1.0803430920463686,10.1007s10450-013-9527-2.isotherm2,,,,,
2949,2949,1.0720991695088105,10.1021acs.langmuir.5b00655.Isotherm18,,,,,
1527,1527,1.0678251946464699,10.1039C1cc11618e.Isotherm4,,,,,
1531,1531,1.0651854955430624,10.1021Jp910522h.Isotherm48-1,,,,,
2257,2257,1.064269309958156,10.1039C4cc00375f.Isotherm3,,,,,
1842,1842,1.0629369936243664,10.1021Jp211280m.isotherm14,,,,,
610,610,1.0556203303044749,10.1021La102359q.Isotherm16,,,,,
228,228,1.05175890955454,10.1016S1383-5866(02)00012-6.isotherm1b,,,,,
1825,1825,1.0503212245584037,10.1007s11224-012-0120-1.isotherm27,,,,,
1533,1533,1.0498464287395413,10.1021jp307865n.Isotherm2-1,,,,,
2759,2759,1.0497171702107155,10.1021Jp805923k.Isotherm3-2,,,,,
2756,2756,1.0497171680525248,10.1021Jp805923k.Isotherm4-2,,,,,
2887,2887,1.0497171675612234,10.1021Ja800550a.Isotherm7,,,,,
425,425,1.0488752267539827,10.1007s10450-006-0138-z.isotherm4,,,,,
1522,1522,1.0484654381650609,10.1126science.1192160.isotherm22,,,,,
1104,1104,1.0406300444345904,10.1021Ct400549q.isotherm1,,,,,
2325,2325,1.0401768620618272,10.1016j.jcis.2014.05.021.Isotherm3,,,,,
1123,1123,1.0371270285696963,10.1021acs.jctc.5b00093.Isotherm1,,,,,
2702,2702,1.037105857838017,10.1038Nmat3343.Isotherm6,,,,,
565,565,1.033634316966275,10.1021Ie5006146.Isotherm6,,,,,
146,146,1.0304184367758689,10.1002cite.201300078.isotherm8,,,,,
2930,2930,1.0300567607943312,10.1021Cg3017563.isotherm9,,,,,
1538,1538,1.0297888680022345,10.1021Ja076595g.Isotherm14,,,,,
1081,1081,1.0267702545567754,10.1021jp307865n.Isotherm1-1,,,,,
1090,1090,1.0267658057931028,10.1021Ja076595g.Isotherm18,,,,,
2217,2217,1.0260535751790318,10.1039C3sc51319j.isotherm32,,,,,
949,949,1.0237678766856335,10.1021Jp910522h.Isotherm107-1,,,,,
1130,1130,1.0234186740760802,10.1016j.micromeso.2008.04.033.isotherm2,,,,,
2719,2719,1.0191718772718894,10.1038Nchem.1457.Isotherm30,,,,,
497,497,1.0184267599620265,10.1007s10450-013-9527-2.isotherm5,,,,,
1076,1076,1.0176032471303202,10.1021Jp4053538.Isotherm1,,,,,
1532,1532,1.01738801846791,10.1021Jp308525k.isotherm7,,,,,
2622,2622,1.0160677152346904,10.1016j.micromeso.2014.02.016.Isotherm2,,,,,
1060,1060,1.0141622245126547,10.1038Nchem.1432.isotherm5a,,,,,
2615,2615,1.0116718936912448,10.1039C0nj00836b.isotherm6,,,,,
2405,2405,1.01090683322064,10.1039C2dt12102f.Isotherm29,,,,,
1112,1112,1.0103906700863234,10.1021Cm502399q.Isotherm27,,,,,
962,962,1.0091065541019577,10.1016j.micromeso.2012.02.034.Isotherm1,,,,,
763,763,1.0049665737231908,10.1021Jp050948l.isotherm3,,,,,
1084,1084,1.0035462830473585,10.1021Jp062723w.Isotherm1-1,,,,,
1053,1053,1.0030592137601133,10.1039C0jm02891f.isotherm1a,,,,,
963,963,1.0029187537181323,10.1002cphc.201100602.Isotherm1,,,,,
2967,2967,1.0022148263030215,10.1021acs.energyfuels.5b00975.Isotherm13,,,,,
1543,1543,1.0021313212751757,10.1007s10450-010-9305-3.Isotherm2,,,,,
987,987,1.0002449623160563,10.1021La803085h.isotherm17,,,,,
1444,1444,1.0000050319782456,10.1016S1004-9541(07)60095-0.Isotherm1-1,,,,,
2220,2220,1.0000050319774847,10.1039C2dt31112g.Isotherm1,,,,,
1750,1750,1.0000050319616869,10.1021Jp3052938.Isotherm4,,,,,
558,558,1.0000000000253544,10.1039C2jm15734a.Isotherm23,,,,,
557,557,1.0000000000253544,10.1039C2jm15734a.Isotherm24,,,,,
1646,1646,1.0000000000253266,10.108008927022.2011.602974.Isotherm25,,,,,
2745,2745,1.000000000025318,10.1016S0008-6223(03)00304-X.Isotherm1-1,,,,,
2188,2188,1.0000000000253113,10.1016j.ces.2014.08.039.Isotherm13,,,,,
2277,2277,0.9969224989094458,10.1039c3sc52633j.Isotherm10,,,,,
1129,1129,0.9967900941127326,10.1016j.micromeso.2008.04.033.isotherm3,,,,,
3067,3067,0.996506804485922,10.1002chem.201502615.Isotherm21,,,,,
2256,2256,0.9962399415543658,10.1039C4cc00375f.Isotherm4,,,,,
325,325,0.9930547945484932,10.1016j.coal.2011.05.001.isothherm13,,,,,
2259,2259,0.9925620031622704,10.1039C4cc00375f.Isotherm13,,,,,
2556,2556,0.9913943512757954,10.1016S0009-2509(00)00531-5.Isotherm13,,,,,
2146,2146,0.991320891981782,10.1007s1093401500604.Isotherm6,,,,,
1542,1542,0.9858656652261027,10.1016j.matlet.2011.03.039.Isotherm1,,,,,
1078,1078,0.9836271097617224,10.1021Jp3108182.isotherm10,,,,,
2953,2953,0.98229917114218,10.1021acs.langmuir.5b00655.Isotherm10,,,,,
758,758,0.981306876223346,10.1021La800803w.isotherm3,,,,,
1824,1824,0.9798832983336156,10.1007s11224-012-0120-1.isotherm28,,,,,
948,948,0.9790790242787182,10.1021La800803w.isotherm1,,,,,
2823,2823,0.9774614113591472,10.1021Jp209335y.Isotherm5,,,,,
227,227,0.9766827176563508,10.1016S1383-5866(02)00012-6.isotherm1c,,,,,
2338,2338,0.9760355279555064,10.1021Ic500722n.Isotherm14,,,,,
946,946,0.9736996479964272,10.1021la800803w.Isotherm21,,,,,
286,286,0.9718319630901601,10.1021Jp106547j.isotherm9,,,,,
186,186,0.9710786817527328,10.1021Ie950291y.Isotherm1-1,,,,,
1145,1145,0.970664299479692,10.1002anie.200700218.isotherm1,,,,,
2240,2240,0.9705386665601264,10.1039C2cp23839j.Isotherm84,,,,,
1058,1058,0.9695472343841104,10.1038srep12045.Isotherm2,,,,,
2618,2618,0.969150891268216,10.1039C0nj00836b.isotherm1,,,,,
2460,2460,0.968417303474677,10.1021Jp906417z.Isotherm6,,,,,
1092,1092,0.9654138187633162,10.1021Ja0570032.Isotherm2,,,,,
4,4,0.9628914165377828,10.8888j.cej.2011.01.096.isotherm4b,,,,,
41,41,0.9626845942443836,10.1016j.cej.2011.01.096.isotherm4b,,,,,
509,509,0.9621218993419548,10.1002aic.690480820.isotherm11,,,,,
760,760,0.9599881933274294,10.1021la800803w.Isotherm22,,,,,
148,148,0.9580378238117656,10.1002chem.201403542.Isotherm1,,,,,
2059,2059,0.9568363726498484,10.1021Jp401923v.isotherm11,,,,,
1,1,0.9538700046040168,10.8888s10450-012-9407-1.Isotherm1,,,,,
47,47,0.9538700046040168,10.1007s10450-012-9407-1.Isotherm1,,,,,
329,329,0.950513538866425,10.1016j.coal.2011.05.001.isothherm1,,,,,
1534,1534,0.9459211690153644,10.1021jp307865n.Isotherm2,,,,,
2223,2223,0.9455734104025578,10.1039C3sc51319j.isotherm48,,,,,
2626,2626,0.9451005438806336,10.1016j.micromeso.2014.02.016.Isotherm5,,,,,
2056,2056,0.9442663260989609,10.1016j.ijggc.2013.01.009.Isotherm13,,,,,
2258,2258,0.9432152472907426,10.1039C4cc00375f.Isotherm14,,,,,
1526,1526,0.9427238889200706,10.1039c1ee01720a.isotherm1,,,,,
797,797,0.9407333514776468,10.1007s1093401500604.Isotherm2,,,,,
2226,2226,0.9404441321274344,10.1007s10934-010-9378-0.Isotherm5,,,,,
799,799,0.9402174335038459,10.1007s1045001596846.Isotherm7,,,,,
2799,2799,0.9401730597206608,10.1002chem.200902144.Isotherm21,,,,,
1143,1143,0.9379240022119024,10.1002Cjce.20700.Isotherm1,,,,,
2616,2616,0.9360566170047162,10.1039C0nj00836b.isotherm4,,,,,
1111,1111,0.9359625329760659,10.1021Cm502399q.Isotherm28,,,,,
955,955,0.9313254738149296,10.1021ie902008g.Isotherm8,,,,,
1815,1815,0.9295298254846286,10.1021Jp211280m.isotherm15,,,,,
2942,2942,0.9216144024930312,10.1021acs.langmuir.5b00655.Isotherm12,,,,,
205,205,0.9213239930271356,10.1021Ie200652e.isotherm7,,,,,
1142,1142,0.9206755740177988,10.1002Cjce.20700.Isotherm2,,,,,
798,798,0.9171532509628354,10.1007s1045001596846.Isotherm9,,,,,
1144,1144,0.9160675561389452,10.1002anie.200700218.isotherm2,,,,,
